PLAYER_ID,POSITION,HEIGHT,WEIGHT
1626179,Guard,6-1,190
203107,Guard,6-7,210
203584,Guard,6-4,200
1627755,Guard,5-10,160
1627820,Guard,6-5,198
1628504,Guard,6-4,208
1627936,Guard,6-5,186
1629019,Guard,6-4,200
1628389,Center-Forward,6-9,255
203998,Forward,6-9,218
1627854,Guard,6-2,205
1626224,Forward,6-7,230
1628990,Forward-Guard,6-6,210
1629012,Guard,6-0,190
1628422,Guard,6-5,210
1627863,Forward-Guard,6-6,220
202722,Forward,6-10,225
1627761,Guard-Forward,6-5,210
1629028,Center,7-0,252
1628401,Guard,6-4,190
203960,Forward,6-7,214
1628973,Guard,6-2,190
1628991,Forward-Center,6-10,242
1629203,Forward,6-5,175
1628371,Forward,6-10,230
1629006,Guard,6-4,213
1628443,Guard,6-1,200
1629026,Guard-Forward,6-7,210
1628989,Guard-Forward,6-6,198
1628995,Forward,6-8,215
1629013,Guard,6-5,190
1629029,Forward-Guard,6-8,230
1627736,Guard,6-4,187
1628365,Guard,6-4,209
1628963,Forward,6-10,235
1628467,Forward,6-10,240
1628969,Guard-Forward,6-6,209
1628970,Forward,6-6,225
1629011,Center-Forward,7-0,240
1626149,Forward-Center,6-7,240
1628420,Guard,6-2,183
203943,Forward,6-10,257
1626192,Guard,6-3,209
1626154,Guard,6-5,185
1629066,Forward,6-9,228
1626220,Forward,6-6,226
1627853,Guard,6-3,195
1628983,Guard,6-6,195
1628390,Guard,6-6,190
1628418,Center-Forward,6-9,248
1628470,Forward,6-5,221
1629027,Guard,6-2,164
1626203,Guard-Forward,6-5,219
1626145,Guard,6-0,196
1627215,Guard,6-3,180
1628976,Center-Forward,6-10,270
1628988,Guard,6-0,185
1629014,Guard,6-3,200
203382,Center-Forward,6-10,260
1629634,Forward,6-8,215
1628971,Guard-Forward,6-4,202
1629629,Forward-Guard,6-7,217
1629661,Forward,6-8,210
1626174,Forward,6-8,214
1629632,Guard,6-4,195
1628464,Forward-Center,6-8,245
1629636,Guard,6-1,192
1629631,Forward-Guard,6-7,221
1627884,Forward,6-6,210
1628984,Guard,6-1,195
1628978,Guard,6-4,203
1629130,Forward,6-7,215
1629672,Forward,6-6,255
1627788,Guard-Forward,6-7,202
1629018,Guard,6-5,204
1629630,Guard,6-2,174
1627774,Forward,6-8,209
1629633,Guard-Forward,6-6,195
203895,Guard,6-5,179
1629673,Guard,6-4,194
1629308,Forward,6-6,209
1629134,Guard,6-3,190
1629645,Guard-Forward,6-5,203
1629065,Guard,6-1,187
1629652,Guard,6-4,220
1628370,Guard,6-3,200
1628539,Guard,6-3,195
1626181,Guard,6-3,215
1629023,Forward,6-7,230
1627775,Guard,6-7,181
1629628,Forward-Guard,6-6,214
1629060,Forward,6-8,230
1629003,Guard,6-5,205
1629004,Guard-Forward,6-7,205
1626168,Forward,6-9,234
1628972,Guard-Forward,6-7,215
1629639,Guard,6-5,195
1628380,Forward-Center,6-9,250
1629627,Forward,6-6,284
1630197,Forward,7-0,210
1630162,Guard,6-4,225
1629717,Guard,6-3,195
1628419,Forward,6-8,239
1626184,Guard,6-2,185
1628449,Forward,6-8,200
1629643,Forward,6-7,229
1630175,Guard,6-2,185
1629647,Forward,6-9,216
1629001,Guard,6-2,200
1630166,Forward,6-8,228
1630217,Guard,6-6,215
1628407,Guard-Forward,6-6,221
1629091,Guard,6-5,210
1630267,Guard,5-10,195
1630466,Forward,6-6,231
1628960,Guard,6-3,198
1628977,Guard,6-5,202
1630171,Forward-Guard,6-4,225
1629676,Forward,6-8,230
1630191,Forward-Center,6-8,250
1627826,Center,7-0,240
1630183,Forward,6-9,185
1630256,Forward,6-4,230
1627751,Center,7-0,253
1630164,Center,6-11,240
1630206,Guard,6-5,220
1630231,Forward,6-6,215
1629640,Forward-Guard,6-6,220
203920,Center,6-8,233
1629017,Guard,6-3,210
1630165,Guard,6-4,195
1630163,Guard,6-6,180
1629022,Guard-Forward,6-4,204
1629680,Guard-Forward,6-5,202
1629008,Forward,6-10,218
1629650,Center,7-2,258
1630230,Forward,6-6,220
1629638,Guard,6-5,205
1629052,Forward-Guard,6-7,210
1628408,Guard-Forward,6-6,205
1630172,Forward,6-6,215
203526,Guard,6-2,180
1630180,Guard-Forward,6-8,215
1628425,Guard-Forward,6-5,219
1629659,Guard,6-4,234
1630177,Guard,6-4,175
1629660,Guard-Forward,6-5,195
1630169,Guard,6-5,185
1630598,Guard,6-5,190
1630578,Center,6-11,243
1629599,Guard-Forward,6-7,210
1630559,Guard,6-5,197
1630245,Guard,6-4,200
1630314,Guard,6-1,190
1629604,Forward-Guard,6-6,200
1630595,Guard,6-6,220
1628997,Forward,6-5,205
1630602,Forward,6-5,215
1629002,Forward-Center,6-10,225
1630537,Guard,6-5,190
1628998,Forward,6-6,205
1630557,Forward,6-6,224
1629655,Forward-Center,6-10,265
1630558,Guard,6-0,202
1628476,Guard,6-0,185
1629962,Guard,6-2,183
1630170,Guard-Forward,6-5,200
1630613,Guard,6-2,197
1630596,Center,6-11,215
1628402,Guard,6-3,205
1630532,Forward,6-10,220
1629216,Guard,6-2,200
1629726,Guard,6-5,215
1627777,Forward,6-6,230
1629684,Forward,6-5,236
1629755,Guard,6-2,187
1630529,Forward,6-7,206
1630193,Guard,6-2,190
1630587,Forward,6-6,232
1630224,Guard,6-4,186
1630591,Guard,6-5,205
1629020,Forward,6-8,214
1629750,Guard,6-5,205
1629637,Center-Forward,7-0,220
1629658,Forward,6-8,216
1630526,Forward,6-9,240
1630581,Guard,6-7,216
1630556,Forward,6-8,203
1626172,Forward,6-9,222
1629622,Guard-Forward,6-5,215
1628982,Guard-Forward,6-5,215
1628964,Center,7-0,231
1629642,Forward-Guard,6-6,220
1629651,Center,6-11,215
1630168,Forward-Center,6-10,240
1630173,Forward,6-8,243
1630181,Guard,6-4,175
1629057,Center-Forward,6-9,249
1630567,Forward-Guard,6-8,237
1629611,Guard-Forward,6-6,215
1630678,Forward,6-4,230
1630544,Guard,6-3,178
1630178,Guard,6-2,200
1630249,Guard,6-8,195
1628411,Forward,6-6,195
1630285,Guard,6-0,190
1630533,Forward,6-9,185
1630174,Guard-Forward,6-5,215
1629614,Guard-Forward,6-4,191
1631097,Guard-Forward,6-5,210
1629626,Center-Forward,7-3,220
1628435,Center,6-10,210
1629731,Forward-Center,6-9,228
1629234,Forward-Center,6-10,245
1631095,Forward,6-11,220
1631367,Guard,5-8,160
1631093,Guard,6-3,195
1631105,Center,6-10,250
1629667,Forward,6-9,190
1631114,Guard-Forward,6-5,211
1631110,Forward,6-8,230
1628975,Guard,6-0,200
1629723,Guard,6-5,210
1630228,Forward,6-7,225
1630631,Guard,6-0,179
1630182,Guard,6-3,200
1630563,Guard,6-4,189
1631303,Forward,6-5,205
1631099,Forward,6-8,225
1628966,Forward,6-8,229
1629663,Forward,6-7,205
1629677,Forward,6-10,227
1630644,Guard,6-2,185
1631103,Forward,6-4,180
1631466,Guard,6-5,205
1630534,Guard,6-5,215
1631094,Forward,6-10,250
1629656,Guard,6-4,210
1630564,Forward,6-7,269
1630583,Forward-Center,7-0,215
1631101,Guard,6-5,210
1627885,Guard,6-4,195
1630219,Guard,6-3,205
1631106,Forward,6-8,215
1630200,Guard,6-1,185
1630530,Forward,6-8,206
1631117,Center,7-2,245
1641708,Guard-Forward,6-7,200
1641709,Guard-Forward,6-7,205
1641731,Guard,6-7,195
1641764,Guard,6-4,205
1641706,Forward,6-6,200
1630560,Guard,6-3,210
1641717,Guard,6-3,195
1631096,Center-Forward,7-1,208
1631128,Guard,6-6,220
1641726,Center,7-1,230
1630700,Guard,6-7,199
1641713,Forward,6-9,210
1641711,Guard-Forward,6-7,200
1629312,Forward,6-5,220
1628392,Center-Forward,7-0,250
1631133,Forward,6-7,237
1631170,Guard,6-6,225
1631222,Forward,6-7,235
1630552,Forward,6-8,219
1641718,Guard,6-4,185
1631200,Forward,6-8,218
1631109,Center,7-1,240
1629675,Center-Forward,6-9,264
1630208,Center,6-11,245
1630167,Forward,6-9,220
1630202,Guard,6-1,195
1630573,Forward,6-7,217
1630703,Guard,6-3,207
1630590,Guard,6-2,170
1631323,Forward,6-7,209
1641707,Forward,6-9,215
1641851,Forward,6-6,210
1641787,Forward,6-8,217
1641739,Forward,6-7,230
1641998,Center,6-10,270
1641705,Forward-Center,7-4,235
1631246,Guard,6-4,205
1631260,Guard,6-4,190
1642358,Guard,6-5,160
1642259,Center,7-0,205
1641710,Guard,6-7,200
1630527,Guard,6-6,188
1641729,Forward,6-6,235
1642267,Guard,6-4,190
1642262,Forward,6-8,190
1629610,Guard-Forward,6-5,222
1641878,Guard,6-4,194
1631166,Forward,6-10,235
1629048,Center-Forward,6-11,250
1627824,Forward,6-7,265
1642268,Guard,6-4,210
1630198,Guard,6-4,165
1642266,Guard,6-4,180
1641720,Guard,6-5,210
1630592,Forward,6-6,220
1642272,Guard,6-3,195
1629669,Guard,6-4,201
1642377,Forward,6-7,
1642367,Forward,6-9,225
1641722,Guard,6-5,190
1630577,Forward,6-7,217
1631124,Guard,6-6,205
